"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","점포구분명"
"3050000","2000305008207500016","19720712","","01","영업/정상","1","정상영업","","","","","02 9647051","1774","130826","서울특별시 동대문구 이문동 292번지 10호","서울특별시 동대문구 이문로 136 (이문동)","130826","이문제일시장","2021-12-04 14:40:18","U","2021-12-07 02:40:00.0","시장","205396.363734301    ","455131.683241064    ","대규모점포"
"3050000","2004305008207500002","20040722","","01","영업/정상","1","정상영업","","","","","02  63700050","7753.13","130864","서울특별시 동대문구 제기동 892번지 71호","서울특별시 동대문구 왕산로 109 (제기동)","130864","한솔동의보감","2015-04-22 14:23:25","I","2018-08-31 23:59:59.0","전문점","203075.098504907    ","452918.836458244    ","대규모점포"
"3050000","2005305008207500002","20050429","","01","영업/정상","1","정상영업","","","","","0222151000","11167.69","130840","서울특별시 동대문구 장안동 368번지 1호","서울특별시 동대문구 답십리로 288 (장안동)","130840","(주)형지쇼핑 아트몰링 장안점","2017-11-22 16:23:50","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","206325.349431713    ","452184.2101607      ","대규모점포"
"3050000","2000305008207500001","19771226","","01","영업/정상","1","정상영업","","","","","02 9263751","1250.85","","서울특별시 동대문구 용두동 231-5","서울특별시 동대문구 무학로37길 12(용두동)","02579","용두시장","2021-12-04 15:48:17","U","2021-12-07 02:40:00.0","시장","202538.011840845    ","452901.185283908    ","대규모점포"
"3050000","2000305008207500004","19721012","","01","영업/정상","1","정상영업","","","","","02-967-8169","1813","","서울특별시 동대문구 제기동 650호","","","동서시장","2021-12-04 15:45:28","U","2021-12-07 02:40:00.0","시장","203597.856176904    ","453055.908738418    ","대규모점포"
"3050000","2000305008207500005","19480921","","01","영업/정상","1","정상영업","","","","","02 9599981","19780.15","130870","서울특별시 동대문구 청량리동 738번지","서울특별시 동대문구 홍릉로 13 (청량리동)","130870","청량리현대코아","2014-10-29 15:46:42","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","203851.375424856    ","453238.594217594    ","대규모점포"
"3050000","2000305008207500007","19781228","","01","영업/정상","1","정상영업","","","","","0222157200","10431.44","130859","서울특별시 동대문구 전농동 647번지 1호","서울특별시 동대문구 서울시립대로 36 (전농동)","130859","전농프라자","2014-10-29 18:12:19","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204082.111844228    ","452472.990548179    ","대규모점포"
"3050000","2000305008207500008","19740402","","01","영업/정상","1","정상영업","","","","","0222171231","4244","130854","서울특별시 동대문구 전농동 295번지 52호","서울특별시 동대문구 전농로 147 (전농동)","130854","전농로타리시장","2021-12-04 14:55:15","U","2021-12-07 02:40:00.0","시장","204970.90163598     ","452852.821037366    ","대규모점포"
"3050000","2000305008207500010","19710311","","01","영업/정상","1","정상영업","","","","","0222444451","1655.9","","서울특별시 동대문구 답십리동 495-1","서울특별시 동대문구 천호대로 281(답십리동)","02604","동부시장","2021-12-04 14:28:11","U","2021-12-07 02:40:00.0","시장","205006.074911385    ","451814.33240199     ","대규모점포"
"3050000","2014305014007500002","20090320","","01","영업/정상","1","정상영업","","","","","962-3004","8286.24","130826","서울특별시 동대문구 이문동 292번지 10호","서울특별시 동대문구 이문로 136 (이문동)","130826","이문동웰츠타워","2014-09-26 13:26:40","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205396.363734301    ","455131.683241064    ","대규모점포"
"3050000","2014305014007500003","20140925","","01","영업/정상","1","정상영업","","","","","029598545","141","","","서울특별시 동대문구 경희대로 20 (회기동)","130872","홈플러스 익스프레스 서울회기점","2021-06-14 13:14:36","U","2021-06-16 02:40:00.0","구분없음","204605.383860203    ","454565.9406212      ","준대규모점포"
"3050000","2016305014807500001","20161230","","01","영업/정상","1","정상영업","","","","","2232-3367","7377.08","130110","서울특별시 동대문구 신설동 109번지 5호","","","서울특별시장","2016-12-30 10:32:18","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","202186.468072494    ","452282.607415166    ",""
"3050000","2011305014007500004","20110926","","01","영업/정상","1","정상영업","","","","","000222467292","967.51","130031","서울특별시 동대문구 답십리1동 530번지 11호  외1필지 지층1호~13호","서울특별시 동대문구 고미술로 49 (답십리동)","130805","(주)이마트에브리데이 답십리점","2021-05-20 15:19:34","U","2021-05-22 02:40:00.0","구분없음","204638.486386691    ","451699.765836365    ","준대규모점포"
"3050000","2011305014007500006","20111228","","01","영업/정상","1","정상영업","","","","","000269082123","1478.96","130100","서울특별시 동대문구 장안동 580번지","서울특별시 동대문구 한천로 42 (장안동)","130837","노브랜드 동대문 장안점","2020-04-23 16:53:14","U","2020-04-25 02:40:00.0","대형마트","205423.969491537    ","451556.210578255    ","준대규모점포"
"3050000","2004305008207500001","20040209","","02","휴업","2","휴업처리","","","","","","","","   호   ","","","기타대규모점포","2007-07-21 10:33:30","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3050000","2002305008207500001","20021022","","03","폐업","3","폐업처리","20070102","","","","02 22166500","0","","서울특별시 동대문구 장안동 371번지 0001호","","","쉐르빌쇼핑타운","2007-08-13 15:55:50","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","206101.9138443      ","452155.691148899    ",""
"3050000","2002305008207500018","20021112","","03","폐업","3","폐업처리","20030401","","","","02 9602222","0","","서울특별시 동대문구 제기동 892번지 71호","","","(주)미도파마트","2007-08-13 15:52:20","I","2018-08-31 23:59:59.0","대형마트","203075.098504907    ","452918.836458244    ",""
"3050000","2007305010007500001","20070205","","03","폐업","3","폐업처리","20211101","","","","02 9679009","0","","서울특별시 동대문구 용두동 39번지 1호","서울특별시 동대문구 왕산로34길 26 (용두동, 청량리동부청과시장)","02561","동부청과(주)","2021-11-19 12:48:40","U","2021-11-21 02:40:00.0","그 밖의 대규모점포","203728.132135578    ","452778.89330743     ","대규모점포"
"3050000","2000305008207500011","19710313","","03","폐업","3","폐업처리","20071128","","","","0222451333","0","","서울특별시 동대문구 장안동 217번지 2호","","","장안시장","2007-12-04 15:55:29","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3050000","2000305008207500013","19740710","","03","폐업","3","폐업처리","20080114","","","","02 9678740","0","","서울특별시 동대문구 회기동 346번지 18 호","","","휘경시장","2021-12-04 14:38:38","U","2021-12-07 02:40:00.0","시장","204881.313219146    ","454280.040555974    ","대규모점포"
"3050000","2000305008207500015","19620312","","03","폐업","3","폐업처리","20060302","","","","02 9640076","0","","서울특별시 동대문구 이문동 292번지 10호","","","이문종합상가","2007-08-13 11:34:34","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205396.363734301    ","455131.683241064    ",""
"3050000","2000305008207500017","19611023","","03","폐업","3","폐업처리","20010205","","","","0222427162","0","","서울특별시 동대문구 답십리동 68번지 1 호","","","답십리시장","2007-08-13 15:47:08","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205033.874040234    ","452322.301296488    ",""
"3050000","2000305008207500018","19990126","","03","폐업","3","폐업처리","20030401","","","","02 9602222","0","","서울특별시 동대문구 제기동 892번지 71 호","","","미도파마트","2007-08-13 15:49:38","I","2018-08-31 23:59:59.0","대형마트","203075.098504907    ","452918.836458244    ",""
"3050000","2004305008207500005","20040908","","03","폐업","3","폐업처리","20080114","","","","02  437 1608","0","","서울특별시 동대문구 회기동 346번지 17호","","","휘경시장","2008-01-15 18:07:33","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204890.735006949    ","454315.0261032      ",""
"3050000","2004305008207500008","20041122","","03","폐업","3","폐업처리","20050302","","","","02   9670094","0","","서울특별시 동대문구 이문동 292번지 10호","","","주-이문종합상가","2007-08-10 17:04:10","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205396.363734301    ","455131.683241064    ",""
"3050000","2004305008207500009","20041122","","03","폐업","3","폐업처리","20050302","","","","02   9670094","0","","서울특별시 동대문구 이문동 292번지 10호","","","주-이문종합상가","2007-08-13 11:31:39","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205396.363734301    ","455131.683241064    ",""
"3050000","2012305014007500001","20120507","","03","폐업","3","폐업처리","20141231","","","","0222435601","475.2","130102","서울특별시 동대문구 장안2동 368번지 1호 바우하우스","서울특별시 동대문구 답십리로 288 (장안동)","130840","롯데쇼핑(주) 롯데슈퍼 장안2동점","2015-01-13 13:34:32","I","2018-08-31 23:59:59.0","구분없음","206325.349431713    ","452184.2101607      ","준대규모점포"
"3150000","1995315007407500001","19950501","","02","휴업","2","휴업처리","","","","","0226002002","0","","서울특별시 강서구 화곡동 1095호   ","","","그랜드패션아울렛","2007-07-14 13:55:24","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","186786.622461585    ","450297.70265223     ",""
"3050000","2013305014007500001","20130814","","03","폐업","3","폐업처리","20141231","","","","","0","130101","서울특별시 동대문구 장안동 368번지 1호 바우하우스","서울특별시 동대문구  답십리로  288 (장안동)","130101","롯데쇼핑(주) 롯데슈퍼 장안 2동점","2015-01-13 13:38:28","I","2018-08-31 23:59:59.0","구분없음","206325.349431713    ","452184.2101607      ","준대규모점포"
"3050000","1979305010007500001","19790913","","03","폐업","3","폐업처리","20171227","","","","02-3707-2500","12979.73","130020","서울특별시 동대문구 전농동 620번지 69호","서울특별시 동대문구 왕산로 205-0 (전농동, 롯데백화점(청량리점))","130796","롯데백화점 청량리플라자","2017-12-29 08:42:21","I","2018-08-31 23:59:59.0","백화점","203996.013917877    ","453058.665828669    ","대규모점포"
"3050000","2000305008207500002","19630131","","03","폐업","3","폐업처리","20150724","","","","000209282608","1576.4","130860","서울특별시 동대문구 제기동 135번지 90호","서울특별시 동대문구 제기로 18 (제기동)","130860","제기시장","2015-07-24 11:13:07","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","203009.188734992    ","453776.829188234    ","대규모점포"
"3050000","2000305008207500009","19720901","","03","폐업","3","폐업처리","20010502","","","","0222449636","0","","서울특별시 동대문구 답십리동 265번지 5호","","","답십리중앙시장","2007-08-13 15:34:30","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205006.074911385    ","451814.33240199     ",""
"3050000","2011305014007500005","20110926","","03","폐업","3","폐업처리","20140828","","","","9678547","410.9","130081","서울특별시 동대문구 이문1동 258번지 24호","서울특별시 동대문구 이문로 144 (이문동)","130080","홈플러스(주) 익스프레스 이문점","2014-08-29 09:23:48","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205403.77766039     ","455220.257356121    ","준대규모점포"
"3050000","2006305008207500001","20060424","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","0232994700","0","","서울특별시 동대문구 용두동 787호","","","건강백화점 동의보감","2014-10-29 14:57:10","I","2018-08-31 23:59:59.0","전문점","203258.377206168    ","452834.064124525    ","대규모점포"
